timestamp_coleta,numero_voo,status,origem,destino,delay_origem,delay_destino
2026-06-01 10:10:40,UX2913,scheduled,Aeroporto Internacional Guarulhos,Santos Dumont,,
2026-06-01 10:10:40,UA7328,scheduled,Aeroporto Internacional Guarulhos,Santos Dumont,,
2026-06-01 10:10:40,TP5351,scheduled,Aeroporto Internacional Guarulhos,Santos Dumont,,
2026-06-01 10:10:40,CM7197,scheduled,Aeroporto Internacional Guarulhos,Santos Dumont,,
2026-06-01 10:10:40,AZ6541,scheduled,Aeroporto Internacional Guarulhos,Santos Dumont,,
2026-06-01 10:10:40,AC6515,scheduled,Aeroporto Internacional Guarulhos,Santos Dumont,,
2026-06-01 10:10:40,AR7624,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,AM8005,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,AC9831,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,AA7730,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,UX2867,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,UA7346,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,CM7144,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,AZ6532,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,AV4336,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,AC6494,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,QR8453,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,QF3939,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,AR8192,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,UA7326,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,AC6520,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,QR8424,scheduled,Aeroporto Internacional Guarulhos,Sinop,,
2026-06-01 10:10:40,AR8381,scheduled,Aeroporto Internacional Guarulhos,Sinop,,
2026-06-01 10:10:40,QR8442,scheduled,Aeroporto Internacional Guarulhos,Val De Cans,,
2026-06-01 10:10:40,IB6568,scheduled,Aeroporto Internacional Guarulhos,Val De Cans,,
2026-06-01 10:10:40,DL6155,scheduled,Aeroporto Internacional Guarulhos,Val De Cans,,
2026-06-01 10:10:40,AR8100,scheduled,Aeroporto Internacional Guarulhos,Val De Cans,,
2026-06-01 10:10:40,AM8502,scheduled,Aeroporto Internacional Guarulhos,Val De Cans,,
2026-06-01 10:10:40,QR8420,scheduled,Aeroporto Internacional Guarulhos,Sao Jose Do Rio Preto,,
2026-06-01 10:10:40,LX9742,scheduled,Aeroporto Internacional Guarulhos,Sao Jose Do Rio Preto,,
2026-06-01 10:10:40,AR8197,scheduled,Aeroporto Internacional Guarulhos,Sao Jose Do Rio Preto,,
2026-06-01 10:10:40,AM8560,scheduled,Aeroporto Internacional Guarulhos,Sao Jose Do Rio Preto,,
2026-06-01 10:10:40,QR5172,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,DL7390,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,AR8152,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,AM8556,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-06-01 10:10:40,UX2645,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,TP4118,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,CM3648,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,AR7472,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,AM8028,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,AC9828,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,AA7696,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,TP5900,scheduled,Aeroporto Internacional Guarulhos,Sinop,,
2026-06-01 10:10:40,KL9406,scheduled,Aeroporto Internacional Guarulhos,Sinop,,
2026-06-01 10:10:40,CM3559,scheduled,Aeroporto Internacional Guarulhos,Sinop,,
2026-06-01 10:10:40,AM7929,scheduled,Aeroporto Internacional Guarulhos,Sinop,,
2026-06-01 10:10:40,AF1954,scheduled,Aeroporto Internacional Guarulhos,Sinop,,
2026-06-01 10:10:40,AD3081,scheduled,Aeroporto Internacional Guarulhos,Sinop,,
2026-06-01 10:10:40,QR5234,scheduled,Aeroporto Internacional Guarulhos,Augusto Severo,,
2026-06-01 10:10:40,DL7384,scheduled,Aeroporto Internacional Guarulhos,Augusto Severo,,
2026-06-01 10:10:40,AR8181,scheduled,Aeroporto Internacional Guarulhos,Augusto Severo,,
2026-06-01 10:10:40,AM8544,scheduled,Aeroporto Internacional Guarulhos,Augusto Severo,,
2026-06-01 10:10:40,DL6374,scheduled,Aeroporto Internacional Guarulhos,Carrasco International,,
2026-06-01 10:10:40,AM8574,scheduled,Aeroporto Internacional Guarulhos,Carrasco International,,
2026-06-01 10:10:40,QR5109,scheduled,Aeroporto Internacional Guarulhos,Castro Pinto,,
2026-06-01 10:10:40,DL6727,scheduled,Aeroporto Internacional Guarulhos,Castro Pinto,,
2026-06-01 10:10:40,AR8163,scheduled,Aeroporto Internacional Guarulhos,Castro Pinto,,
2026-06-01 10:10:40,AM8532,scheduled,Aeroporto Internacional Guarulhos,Castro Pinto,,
2026-06-01 10:10:40,LA3268,scheduled,Aeroporto Internacional Guarulhos,International Airport Marechal Rondon,,
2026-06-01 10:10:40,LA3506,scheduled,Aeroporto Internacional Guarulhos,Pinto Martins,,
2026-06-01 10:10:40,LA3257,scheduled,Aeroporto Internacional Guarulhos,Presidente Juscelino Kubitschek,,
2026-06-01 10:10:40,AD4311,scheduled,Aeroporto Internacional Guarulhos,Santos Dumont,,
2026-06-01 10:10:40,LA4670,scheduled,Aeroporto Internacional Guarulhos,Hercilio Luz,,
2026-06-01 10:10:40,TP82,scheduled,Aeroporto Internacional Guarulhos,Lisbon Portela,,
2026-06-01 10:10:40,LA3354,scheduled,Aeroporto Internacional Guarulhos,Luis Eduardo Magalhaes,,
2026-06-01 10:10:40,LA3286,scheduled,Aeroporto Internacional Guarulhos,Afonso Pena International Airport,,
2026-06-01 10:10:40,BA246,scheduled,Aeroporto Internacional Guarulhos,Heathrow,,
2026-06-01 10:10:40,G31654,scheduled,Aeroporto Internacional Guarulhos,Santa Maria,,
2026-06-01 10:10:40,LA4548,scheduled,Aeroporto Internacional Guarulhos,Galeao Antonio Carlos Jobim,,
2026-06-01 10:10:40,LA3244,scheduled,Aeroporto Internacional Guarulhos,Porto Seguro,,
2026-06-01 10:10:40,LA4602,scheduled,Aeroporto Internacional Guarulhos,Eduardo Gomes,,
2026-06-01 10:10:40,LA3218,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,G31692,scheduled,Aeroporto Internacional Guarulhos,Luis Eduardo Magalhaes,,
2026-06-01 10:10:40,LA3448,scheduled,Aeroporto Internacional Guarulhos,Palmares,,
2026-06-01 10:10:40,DL6270,scheduled,Aeroporto Internacional Guarulhos,Pinto Martins,,
2026-06-01 10:10:40,AR8139,scheduled,Aeroporto Internacional Guarulhos,Pinto Martins,,
2026-06-01 10:10:40,AM8489,scheduled,Aeroporto Internacional Guarulhos,Pinto Martins,,
2026-06-01 10:10:40,KL9466,scheduled,Aeroporto Internacional Guarulhos,Eduardo Gomes,,
2026-06-01 10:10:40,ET4176,scheduled,Aeroporto Internacional Guarulhos,Eduardo Gomes,,
2026-06-01 10:10:40,AM8101,scheduled,Aeroporto Internacional Guarulhos,Eduardo Gomes,,
2026-06-01 10:10:40,AF1970,scheduled,Aeroporto Internacional Guarulhos,Eduardo Gomes,,
2026-06-01 10:10:40,QR8422,scheduled,Aeroporto Internacional Guarulhos,Leite Lopes,,
2026-06-01 10:10:40,AR8028,scheduled,Aeroporto Internacional Guarulhos,Leite Lopes,,
2026-06-01 10:10:40,TP6315,scheduled,Aeroporto Internacional Guarulhos,Leite Lopes,,
2026-06-01 10:10:40,QR5299,scheduled,Aeroporto Internacional Guarulhos,Leite Lopes,,
2026-06-01 10:10:40,LX9736,scheduled,Aeroporto Internacional Guarulhos,Leite Lopes,,
2026-06-01 10:10:40,AR8080,scheduled,Aeroporto Internacional Guarulhos,Leite Lopes,,
2026-06-01 10:10:40,AM8471,scheduled,Aeroporto Internacional Guarulhos,Leite Lopes,,
2026-06-01 10:10:40,UX2897,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,UA7344,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,CM7139,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,AC6501,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-06-01 10:10:40,QR5224,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
